nom,algorithme,seuil,moyenne
100000,quickSeuil,60,90341341
100000,quickSeuil,61,91939539
100000,quickSeuil,62,90811202
100000,quickSeuil,63,90935502
100000,quickSeuil,64,92075275
100000,quickSeuil,65,92060736
100000,quickSeuil,66,92714346
100000,quickSeuil,67,92429355
100000,quickSeuil,68,92505150
100000,quickSeuil,69,94149840
100000,quickSeuil,70,93975820
100000,quickSeuil,71,94647467
100000,quickSeuil,72,96903086
100000,quickSeuil,73,94778947
100000,quickSeuil,74,96420009
100000,quickSeuil,75,95608751
100000,quickSeuil,76,94912349
100000,quickSeuil,77,95400115
100000,quickSeuil,78,96066800
100000,quickSeuil,79,97379210
100000,quickSeuil,80,97204006
100000,quickSeuil,81,98904124
100000,quickSeuil,82,98265160
100000,quickSeuil,83,99438534
100000,quickSeuil,84,99987483
100000,quickSeuil,85,101574153
100000,quickSeuil,86,101053304
100000,quickSeuil,87,102633128
100000,quickSeuil,88,100958638
100000,quickSeuil,89,101467882
100000,quickSeuil,90,101282205
100000,quickSeuil,91,104216130
100000,quickSeuil,92,102773473
100000,quickSeuil,93,103231046
100000,quickSeuil,94,104142756
100000,quickSeuil,95,104724913
100000,quickSeuil,96,106446614
100000,quickSeuil,97,105574999
100000,quickSeuil,98,106268049
100000,quickSeuil,99,105835139
100000,quickSeuil,100,108018929
100000,quickMedSeuil,5,83678981
100000,quickMedSeuil,6,84858069
100000,quickMedSeuil,7,80294591
100000,quickMedSeuil,8,79346236
100000,quickMedSeuil,9,80021336
100000,quickMedSeuil,10,80444159
100000,quickMedSeuil,11,78973326
100000,quickMedSeuil,12,78505719
100000,quickMedSeuil,13,79490571
100000,quickMedSeuil,14,81106917
100000,quickMedSeuil,15,77452209
100000,quickMedSeuil,16,75605124
100000,quickMedSeuil,17,80093678
100000,quickMedSeuil,18,78797240
100000,quickMedSeuil,19,78875633
100000,quickMedSeuil,20,78391144
100000,quickMedSeuil,21,78149354
100000,quickMedSeuil,22,80210974
100000,quickMedSeuil,23,81358504
100000,quickMedSeuil,24,79597706
100000,quickMedSeuil,25,78630733
100000,quickMedSeuil,26,79106483
100000,quickMedSeuil,27,79441226
100000,quickMedSeuil,28,79546630
100000,quickMedSeuil,29,76563905
100000,quickMedSeuil,30,81315167
100000,quickMedSeuil,31,78543347
100000,quickMedSeuil,32,77833254
100000,quickMedSeuil,33,79332973
100000,quickMedSeuil,34,78880383
100000,quickMedSeuil,35,81539737
100000,quickMedSeuil,36,78695642
100000,quickMedSeuil,37,78117922
100000,quickMedSeuil,38,80393333
100000,quickMedSeuil,39,81223117
100000,quickMedSeuil,40,80595497
100000,quickMedSeuil,41,80165410
100000,quickMedSeuil,42,81279427
100000,quickMedSeuil,43,81250396
100000,quickMedSeuil,44,80543504
100000,quickMedSeuil,45,82914109
100000,quickMedSeuil,46,82719604
100000,quickMedSeuil,47,80753557
100000,quickMedSeuil,48,84220483
100000,quickMedSeuil,49,84827339
100000,quickMedSeuil,50,86287916
100000,quickMedSeuil,51,85969472
100000,quickMedSeuil,52,86336442
100000,quickMedSeuil,53,86553003
100000,quickMedSeuil,54,87414537
100000,quickMedSeuil,55,88491273
100000,quickMedSeuil,56,87798883
100000,quickMedSeuil,57,89097325
100000,quickMedSeuil,58,91436778
100000,quickMedSeuil,59,89704352
100000,quickMedSeuil,60,89318800
100000,quickMedSeuil,61,90563023
100000,quickMedSeuil,62,92312608
100000,quickMedSeuil,63,91265666
100000,quickMedSeuil,64,92203644
100000,quickMedSeuil,65,92635909
100000,quickMedSeuil,66,93244009
100000,quickMedSeuil,67,92156150
100000,quickMedSeuil,68,92609943
100000,quickMedSeuil,69,93357332
100000,quickMedSeuil,70,93956154
100000,quickMedSeuil,71,93341372
100000,quickMedSeuil,72,95155781
100000,quickMedSeuil,73,95822229
100000,quickMedSeuil,74,95255689
100000,quickMedSeuil,75,95899901
100000,quickMedSeuil,76,97497683
100000,quickMedSeuil,77,97969972
100000,quickMedSeuil,78,97783183
100000,quickMedSeuil,79,98633109
100000,quickMedSeuil,80,99733053
100000,quickMedSeuil,81,100372653
100000,quickMedSeuil,82,98740460
100000,quickMedSeuil,83,100881771
100000,quickMedSeuil,84,101773544
100000,quickMedSeuil,85,101903028
100000,quickMedSeuil,86,100231592
100000,quickMedSeuil,87,102438661
100000,quickMedSeuil,88,103045351
100000,quickMedSeuil,89,103855988
100000,quickMedSeuil,90,102764343
100000,quickMedSeuil,91,104742801
100000,quickMedSeuil,92,105228415
100000,quickMedSeuil,93,105411578
100000,quickMedSeuil,94,105967733
100000,quickMedSeuil,95,106794055
100000,quickMedSeuil,96,107335662
100000,quickMedSeuil,97,107285355
100000,quickMedSeuil,98,108360722
100000,quickMedSeuil,99,106978650
100000,quickMedSeuil,100,108248236
